County,Jurisdiction,Clerk,Address,Hours
GLADWIN,BUCKEYE TOWNSHIP,SUSAN WALKER,"2525 SHAFFER RD,BEAVERTON,MI,48612",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,BUCKEYE TOWNSHIP,SUSAN WALKER,"2525 SHAFFER RD,BEAVERTON,MI,48612",
GLADWIN,BUCKEYE TOWNSHIP,SUSAN WALKER,"1498 SOUTH HOCKADAY ROAD,GLADWIN,MI,48624",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,BUTMAN TOWNSHIP,DIANNA GONZALES,"5005 N. HOCKADAY RD.,GLADWIN,MI,48624",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,CLEMENT TOWNSHIP,ERIC HOUSE,"1497 E M-30,ALGER,MI,48610",24/7
GLADWIN,GLADWIN CITY,MARIETTA ANDRIST,"1000 W. CEDAR AVE.,GLADWIN,MI,48624",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,GRIM TOWNSHIP,LINDA ODELL,"6399 BAY GLADWIN LINE RD.,BENTLEY,MI,48613",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,GROUT TOWNSHIP,DAVID ROGGOW,"1490 S. GROUT RD,GLADWIN,MI,48624",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,HAY TOWNSHIP,SANDRA GRIFFIN,"1220 E. HIghwood Rd.,Beaverton,MI,48612",24/7
GLADWIN,SAGE TOWNSHIP,LAURA FLACH,"1831 Pratt Lake Rd.,Gladwin,MI,48624",24/7
GLADWIN,SECORD TOWNSHIP,KRISTINE PANETTA,"1507 SECORD DAM RD,GLADWIN,MI,48624",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,SHERMAN TOWNSHIP,KAY WHALEN,"4013 OBERLIN RD,GLADWIN,MI,48624",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GLADWIN,TOBACCO TOWNSHIP,WHITNEY KING,"1758 DALE RD,BEAVERTON,MI,48612",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,BESSEMER CITY,SAMANTHA ZAKOVEC,"411 S SOPHIE ST,BESSEMER,MI,49911",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,BESSEMER TOWNSHIP,HOPE TARNASKI ,"N10338 MILL ST,RAMSAY,MI,49959",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,ERWIN TOWNSHIP,BETTY PERKIS,"N9086 VANBUSKIRK RD,IRONWOOD,MI,49938",
GOGEBIC,IRONWOOD CITY,JENNIFER JACOBSON,"213 S MARQUETTE ST,FRONT OF BUILDING,IRONWOOD,MI,49938",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,IRONWOOD CITY,JENNIFER JACOBSON,"213 S MARQUETTE ST,WEST WING ENTRANCE,IRONWOOD,MI,49938",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,IRONWOOD TOWNSHIP,SHERRY KING,"N10892 LAKE ROAD,IRONWOOD,MI,49938",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,MARENISCO TOWNSHIP,DONNA KENNEY,"314 HALL STREET,MARENISCO,MI,49947",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,WAKEFIELD CITY,SUSAN  AHONEN,"509 SUNDAY LAKE ST,WAKEFIELD,MI,49968",MONDAY 8:00AM - 4:30PM;TUESDAY 8:00AM - 4:30PM;WEDNESDAY 8:00AM - 4:30PM;THURSDAY 8:00AM - 4:30PM;FRIDAY 8:00AM - 4:30PM;
GOGEBIC,WAKEFIELD TOWNSHIP,JENNIFER AHONEN,"414 N. COUNTY ROAD 519,WAKEFIELD,MI,49968",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GOGEBIC,WATERSMEET TOWNSHIP,LAURA MANS,"N4689 FIRST STREET,WATERSMEET,MI,49969",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;
GRAND TRAVERSE,ACME TOWNSHIP,LISA SWANSON,"6100 US HIGHWAY 31 NORTH,WILLIAMSBURG,MI,49690",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,BLAIR TOWNSHIP,LYNETTE WOLFGANG,"2121 COUNTY ROAD 633,GRAWN,MI,49637",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,EAST BAY TOWNSHIP,SUSANNE COURTADE MIPMC5/MMC,"1965 N THREE MILE ROAD,TRAVERSE CITY,MI,49696",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,EAST BAY TOWNSHIP,SUSANNE COURTADE MIPMC5/MMC,"EAST BAY AMBULANCE AND FIRE STATION #9,110 HIGH LAKE ROAD,TRAVERSE CITY,MI,49696",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,FIFE LAKE TOWNSHIP,ANNIE ALLEN,"FIFE LAKE TOWNSHIP HALL,134 MORGAN STREET,FIFE LAKE,MI,49633",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,FIFE LAKE TOWNSHIP,ANNIE ALLEN,"P.O. BOX 87,134 MORGAN STREET,FIFE LAKE,MI,49633",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,GARFIELD TOWNSHIP,LANIE MCMANUS,"3848 Veterans Drive,Traverse City,MI,49684",24/7
GRAND TRAVERSE,GRANT TOWNSHIP,LISA WILLET,"8986 DAVIS ROAD,BUCKLEY,MI,49620",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,GREEN LAKE TOWNSHIP,JUDITH KRAMER,"9394 TENTH STREET,INTERLOCHEN,MI,49643",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,LONG LAKE TOWNSHIP,RONDA ROBINSON,"8870 NORTH LONG LAKE RD.,TRAVERSE CITY,MI,49685",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,MAYFIELD TOWNSHIP,JAMIE HANSEN,"2991 CENTER ROAD,KINGSLEY,MI,49649",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,PARADISE TOWNSHIP,LISA GULLIVER,"2300 E. M-113,KINGSLEY,MI,49649",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,PENINSULA TOWNSHIP,REBECCA CHOWN,"13235 CENTER ROAD,TRAVERSE CITY,MI,49686",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,TRAVERSE CITY CITY,SARAH LUTZ,"400 BOARDMAN AVE.,NEAR EXIT TO PARKING LOT.,TRAVERSE CITY,MI,49684",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,UNION TOWNSHIP,SHERYL TILLITSON,"5020 FIFE LAKE RD.,FIFE LAKE,MI,49633",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRAND TRAVERSE,WHITEWATER TOWNSHIP,WENDY HOEKSEMA,"5777 VINTON RD,WILLIAMSBURG,MI,49690",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,ALMA CITY,SARA ANDERSON,"500 E. SUPERIOR STREET,ALMA,MI,48801",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,ALMA CITY,SARA ANDERSON,"525 E. SUPERIOR STREET,ALMA,MI,48801",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,ARCADA TOWNSHIP,LAUREEN BAXTER,"3290 W. TYLER RD.,ALMA,MI,48801",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,BETHANY TOWNSHIP,TRACY HOWD,"9958 NORTH BLAIR,BRECKENRIDGE,MI,48615",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,ELBA TOWNSHIP,JACKLYNN THOMPSON,"109 W. OAK ST.,ASHLEY,MI,48806",
GRATIOT,FULTON TOWNSHIP,DENISE ROSSMAN,"3425 W CLEVELAND RD,PERRINTON,MI,48871",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,HAMILTON TOWNSHIP,KAREN CROCKER,"7853 E FILLMORE RD,ITHACA,MI,48847",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,ITHACA CITY,CATHY CAMERON,"CITY HALL,129 W EMERSON ST,ITHACA,MI,48847",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,LAFAYETTE TOWNSHIP,COREY SCHAUB,"2970 N. BARRY RD.,BRECKENRIDGE,MI,48615",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,NEWARK TOWNSHIP,HEATHER REESER,"2918 BUCHANAN RD,ITHACA,MI,48847",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,NORTH SHADE TOWNSHIP,KATHY KEIFFER,"8982 ROOSEVELT,CARSON CITY,MI,48811",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,NORTH STAR TOWNSHIP,HEIDI DROWLEY,"2840 E BUCHANAN RD,ITHACA,MI,48847",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,PINE RIVER TOWNSHIP,ANDI WHITMORE,"1495 W MONROE RD,ST LOUIS,MI,48880",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,ST LOUIS CITY,JAMIE LONG,"300 N. MILL STREET,ST. LOUIS,MI,48880",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,SEVILLE TOWNSHIP,AMY DENSMORE,"SEVILLE TOWNSHIP HALL,7676 W LINCOLN RD,ELWELL,MI,48832",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,SUMNER TOWNSHIP,CARLENE MCGILL,"10820 PINE ST.,SUMNER,MI,48889",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,WASHINGTON TOWNSHIP,TARRY STAHL,"8989 S. BALDWIN RD.,ASHLEY,MI,48806",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
GRATIOT,WHEELER TOWNSHIP,KELLY BUSHRE,"8510 E Monroe Rd,Wheeler,MI,48662",24/7
HILLSDALE,ADAMS TOWNSHIP,SUSAN RUDER,"ADAMS TOWNSHIP HALL,5675 KNOWLES ROAD,NORTH ADAMS,MI,49262",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,ALLEN TOWNSHIP,JESSICA KRATZER,"139 W CHICAGO RD,ALLEN,MI,49227",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,AMBOY TOWNSHIP,BETTY BURKHART,"14840 GRASS LAKE ROAD,CAMDEN,MI,49232",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,CAMBRIA TOWNSHIP,CAROL ROSALES,"7249 CAMBRIA RD.,HILLSDALE  (CAMBRIA ),MI,49242",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,CAMDEN TOWNSHIP,KRISTINA DEWEY,"111 S. MAIN ST,CAMDEN,MI,49232",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,FAYETTE TOWNSHIP,JESSICA BRADLEY,"211 NORTH STREET,JONESVILLE,MI,49250",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,HILLSDALE CITY,KATY PRICE,"97 N BROAD ST,HILLSDALE,MI,49242",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,HILLSDALE TOWNSHIP,JANEL STEWART,"1469 N. LAKE WILSON RD.,HILLSDALE,MI,49242",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,JEFFERSON TOWNSHIP,ALLYSSA CORNETT,"2837 BIRD LAKE RD,OSSEO,MI,49266",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,LITCHFIELD CITY,CASSIDY TAYLOR,"221 JONESVILLE STREET,LITCHFIELD,MI,49252",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,LITCHFIELD TOWNSHIP,VICKI HECKEL,"9596 HOMER RD,LITCHFIELD,MI,49252",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,PITTSFORD TOWNSHIP,CAITLIN SAUNDERS,"PITTSFORD TWP. HALL (CORNER OF M-34 & WALDRON RD.),5015 S WALDRON ROAD,PITTSFORD,MI,49271",MONDAY A;TUESDAY A;WEDNESDAY A;THURSDAY A;FRIDAY A;
HILLSDALE,READING CITY,KIMBERLY BLYTHE,"113 S. MAIN STREET,SIDEWALK BETWEEN CITY HALL/POST OFFICE,READING,MI,49274",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,READING TOWNSHIP,KATHY FLAUGHER,"5355 EDON RD,READING,MI,49274",MONDAY A;TUESDAY A;WEDNESDAY A;THURSDAY A;FRIDAY A;
HILLSDALE,SCIPIO TOWNSHIP,JUDY LEEDY,"7600 DOBSON RD,JONESVILLE,MI,49250",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,SOMERSET TOWNSHIP,SHARON UYTTENHOVE,"12715 E CHICAGO RD.,SOMERSET CENTER,MI,49282",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,WHEATLAND TOWNSHIP,DAWN JOHNSON,"2991 N. WALDRON RD.,NORTH ADAMS, MI,MI,49271",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;
HILLSDALE,WOODBRIDGE TOWNSHIP,MARTHA CROW,"2250 E MONTGOMERY ROAD,HILLSDALE,MI,49242",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HILLSDALE,WRIGHT TOWNSHIP,AMANDA DAVIS,"112 E CENTER ST,WALDRON,MI,49288",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,ADAMS TOWNSHIP,DEBRA PINDRAL,"17104 FIRST ST  BALTIC,BALTIC,MI,49905",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,CALUMET TOWNSHIP,ROBIN HICKS,"25880 RED JACKET RD,CALUMET,MI,49913",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,CHASSELL TOWNSHIP,BETHANY BAETSEN,"41950 WILLSON MEMORIAL DRIVE,CHASSELL,MI,49916",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,ELM RIVER TOWNSHIP,SHERRI BRANDT,"32850 STATE HWY M 26,TOIVOLA,MI,49965",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,FRANKLIN TOWNSHIP,CHRISTINA ANDERSON,"49850 US-41,HANCOCK,MI,49930",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,HANCOCK CITY,LINDA KALINEC,"399 QUINCY ST.,WEST SIDE OF BUILDING,HANCOCK,MI,49930",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,HOUGHTON CITY,AMY ZAWADA,"616 SHELDEN AVENUE,SUITE 102,HOUGHTON,MI,49931",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,OSCEOLA TOWNSHIP,CHRISTA GARDNER,"48545 MAIN STREET,DOLLAR BAY,MI,49922",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,PORTAGE TOWNSHIP,JANELLE DATTO,"47240 GREEN ACRES ROAD,HOUGHTON,MI,49931",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,QUINCY TOWNSHIP,BETH HELMINEN,"49850 US 41 HWY,HANCOCK,MI,49930",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,SCHOOLCRAFT TOWNSHIP,BETTY ANTILLA,"226 FRONT ST,LAKE LINDEN,MI,49945",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HOUGHTON,TORCH LAKE TOWNSHIP,LOU AMBUEHL,"52235 DUNCAN AVE (BEHIND TOWNSHIP BUILDING),HUBBELL,MI,49945",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,BAD AXE CITY,TARA ZAGORSKI,"CITY OF BAD AXE,300 E. HURON AVE,BAD AXE,MI,48413",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,BINGHAM TOWNSHIP,JOSEPH TREPKOSKI,"2241 PIERCE ST.,LOCATED OUTSIDE ELECION OFFICE,UBLY,MI,48475",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,BLOOMFIELD TOWNSHIP,SAMANTHA GUZA,"4550 FILION ROAD,PORT HOPE,MI,48468",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,BROOKFIELD TOWNSHIP,DEBBIE ENGELHARDT,"7361 MAIN STREET,OWENDALE,MI,48754",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,CASEVILLE TOWNSHIP,KIM SIMPSON,"6767 MAIN STREET,CASEVILLE,MI,48725",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,CASEVILLE TOWNSHIP,KIM SIMPSON,"6767 MAIN STREET,CASEVILLE,MI,48725",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,CHANDLER TOWNSHIP,KEVIN ROESTEL,"5004 FILION RD,ELKTON,MI,48731",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,COLFAX TOWNSHIP,ANGELIQUE SHUPE,"177 N BARRIE ROAD,BAD AXE,MI,48413",
HURON,FAIRHAVEN TOWNSHIP,SHAWNA BEACHY,"9811 MAIN STREET,BAY PORT,MI,48720",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,GORE TOWNSHIP,MELISSA WRIGHT,"7840 PORTLAND AVE,PORT HOPE,MI,48468",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,GRANT TOWNSHIP,JANICE BRANDEL,"5039 RESCUE ROAD,GAGETOWN,MI,48735",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,HARBOR BEACH CITY,JENNIFER LACKOWSKI,"766 STATE ST,HARBOR BEACH,MI,48441",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,HUME TOWNSHIP,THERESA MAZURE,"115 PORT CRESCENT ROAD,,PORT AUSTIN,MI,48467",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,HUME TOWNSHIP,THERESA MAZURE,"1918 OAK BEACH ROAD,PORT AUSTIN,MI,48467",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
HURON,LAKE TOWNSHIP,LISA CLINTON,"4988 W. KINDE RD.,CASEVILLE,MI,48725",MONDAY 24HR;TUESDAY 24HR;WEDNESDAY 24HR;THURSDAY 24HR;FRIDAY 24HR;SATURDAY 24HR;SUNDAY 24HR;
